risk_id,shipment_id,weather_score,traffic_score,congestion_score,transport_score,external_event_score,historical_score,shipment_characteristics_score,overall_risk_score,risk_level,sla_breach_probability,expected_delay_minutes,created_at
RISK01710,CURR01710,2.19,2.88,1.0,1.0,1.9,10.0,1,2.51,LOW,0.292,41,2026-07-01T00:00:00
RISK01711,CURR01711,4.7,7.23,1.04,1.0,1.44,10.0,1,3.63,MEDIUM,0.546,86,2026-07-01T00:00:00
RISK01712,CURR01712,3.46,7.24,2.38,1.0,1.0,8.03,1,3.41,MEDIUM,0.426,83,2026-07-01T00:00:00
RISK01713,CURR01713,8.49,5.05,6.45,1.0,2.01,10.0,1,5.2,HIGH,0.681,189,2026-07-01T00:00:00
RISK01714,CURR01714,1.79,5.44,1.97,1.0,1.31,10.0,1,2.95,LOW,0.356,53,2026-07-01T00:00:00
RISK01715,CURR01715,1.89,1.62,3.75,1.0,1.0,10.0,3,2.92,LOW,0.313,52,2026-07-01T00:00:00
RISK01716,CURR01716,7.3,1.0,1.0,1.0,1.0,10.0,1,3.16,MEDIUM,0.409,10,2026-07-01T00:00:00
RISK01717,CURR01717,5.09,6.86,5.09,1.0,1.0,10.0,1,4.41,MEDIUM,0.544,169,2026-07-01T00:00:00
RISK01718,CURR01718,3.02,3.29,2.42,2.5,1.63,10.0,1,3.22,MEDIUM,0.621,168,2026-07-01T00:00:00
RISK01719,CURR01719,7.43,4.75,2.58,1.0,1.63,10.0,1,4.13,MEDIUM,0.557,94,2026-07-01T00:00:00
RISK01720,CURR01720,8.93,7.63,1.11,1.0,1.0,10.0,1,4.5,MEDIUM,0.62,194,2026-07-01T00:00:00
RISK01721,CURR01721,8.74,2.41,6.19,1.0,1.0,10.0,1,4.7,MEDIUM,0.616,125,2026-07-01T00:00:00
RISK01722,CURR01722,1.0,4.91,5.12,1.0,3.57,10.0,1,3.57,MEDIUM,0.402,48,2026-07-01T00:00:00
RISK01723,CURR01723,1.62,2.41,5.87,1.0,2.32,10.0,1,3.34,MEDIUM,0.385,11,2026-07-01T00:00:00
RISK01724,CURR01724,8.72,6.49,1.81,1.0,3.76,10.0,1,4.71,MEDIUM,0.648,137,2026-07-01T00:00:00
RISK01725,CURR01725,1.81,2.62,1.75,1.0,1.04,10.0,1,2.46,LOW,0.293,12,2026-07-01T00:00:00
RISK01726,CURR01726,4.73,4.94,6.03,1.0,3.62,10.0,1,4.5,MEDIUM,0.567,151,2026-07-01T00:00:00
RISK01727,CURR01727,5.48,6.86,1.0,1.25,3.06,9.0,1,3.82,MEDIUM,0.619,94,2026-07-01T00:00:00
RISK01728,CURR01728,6.57,3.99,1.0,1.25,1.0,10.0,3,3.7,MEDIUM,0.572,91,2026-07-01T00:00:00
RISK01729,CURR01729,4.36,7.94,5.12,1.0,3.46,10.0,1,4.68,MEDIUM,0.59,100,2026-07-01T00:00:00
RISK01730,CURR01730,5.14,3.88,4.21,1.0,1.15,10.0,1,3.82,MEDIUM,0.548,123,2026-07-01T00:00:00
RISK01731,CURR01731,2.06,1.85,4.0,1.0,3.26,10.0,1,3.07,MEDIUM,0.427,100,2026-07-01T00:00:00
RISK01732,CURR01732,2.28,1.15,1.0,1.0,1.0,10.0,1,2.18,LOW,0.232,11,2026-07-01T00:00:00
RISK01733,CURR01733,8.49,6.59,6.09,1.0,1.14,8.48,1,5.12,HIGH,0.682,208,2026-07-01T00:00:00
RISK01734,CURR01734,5.1,1.21,5.39,2.5,1.08,10.0,1,3.86,MEDIUM,0.701,181,2026-07-01T00:00:00
RISK01735,CURR01735,8.86,3.8,4.58,1.0,2.69,10.0,1,4.78,MEDIUM,0.647,235,2026-07-01T00:00:00
RISK01736,CURR01736,1.3,5.87,4.32,1.0,1.0,10.0,3,3.55,MEDIUM,0.383,45,2026-07-01T00:00:00
RISK01737,CURR01737,1.0,3.31,3.88,2.5,2.41,9.38,1,3.13,MEDIUM,0.554,171,2026-07-01T00:00:00
RISK01738,CURR01738,5.36,3.21,1.0,1.0,1.97,10.0,1,3.2,MEDIUM,0.426,52,2026-07-01T00:00:00
RISK01739,CURR01739,1.0,1.0,6.92,1.25,3.97,10.0,1,3.42,MEDIUM,0.477,87,2026-07-01T00:00:00
RISK01740,CURR01740,6.91,1.0,6.68,1.0,3.36,10.0,1,4.45,MEDIUM,0.561,44,2026-07-01T00:00:00
RISK01741,CURR01741,4.15,3.83,1.0,1.0,1.0,10.0,1,2.95,LOW,0.371,18,2026-07-01T00:00:00
RISK01742,CURR01742,8.58,1.0,6.05,1.0,1.37,10.0,1,4.46,MEDIUM,0.584,92,2026-07-01T00:00:00
RISK01743,CURR01743,1.6,4.22,1.86,1.25,3.74,10.0,1,2.99,LOW,0.484,103,2026-07-01T00:00:00
RISK01744,CURR01744,1.28,2.84,5.63,1.0,3.45,10.0,1,3.4,MEDIUM,0.46,83,2026-07-01T00:00:00
RISK01745,CURR01745,5.37,1.64,2.31,2.5,1.0,10.0,1,3.36,MEDIUM,0.652,206,2026-07-01T00:00:00
RISK01746,CURR01746,5.77,2.13,6.2,2.5,1.0,10.0,1,4.29,MEDIUM,0.76,227,2026-07-01T00:00:00
RISK01747,CURR01747,2.05,1.0,5.41,1.0,2.43,9.53,1,3.09,MEDIUM,0.339,56,2026-07-01T00:00:00
RISK01748,CURR01748,7.79,5.07,4.48,1.0,1.0,10.0,1,4.56,MEDIUM,0.59,102,2026-07-01T00:00:00
RISK01749,CURR01749,8.14,1.56,5.12,1.0,1.19,10.0,1,4.25,MEDIUM,0.562,105,2026-07-01T00:00:00
RISK01750,CURR01750,5.35,4.22,2.87,1.0,3.53,10.0,1,3.88,MEDIUM,0.512,63,2026-07-01T00:00:00
RISK01751,CURR01751,6.07,6.2,4.94,1.0,1.0,10.0,1,4.48,MEDIUM,0.566,90,2026-07-01T00:00:00
RISK01752,CURR01752,3.53,5.55,4.98,1.0,1.63,10.0,1,3.95,MEDIUM,0.485,118,2026-07-01T00:00:00
RISK01753,CURR01753,3.94,4.6,4.18,1.25,3.04,10.0,1,3.91,MEDIUM,0.611,96,2026-07-01T00:00:00
RISK01754,CURR01754,5.85,5.09,2.49,1.0,2.12,10.0,1,3.89,MEDIUM,0.514,68,2026-07-01T00:00:00
RISK01755,CURR01755,3.75,3.32,4.47,2.5,1.4,10.0,1,3.76,MEDIUM,0.688,154,2026-07-01T00:00:00
RISK01756,CURR01756,2.52,1.0,4.04,1.0,1.7,10.0,1,2.88,LOW,0.401,97,2026-07-01T00:00:00
RISK01757,CURR01757,7.25,1.99,2.68,1.0,1.0,10.0,1,3.63,MEDIUM,0.482,148,2026-07-01T00:00:00
RISK01758,CURR01758,1.49,4.76,3.51,1.0,3.19,10.0,1,3.28,MEDIUM,0.388,51,2026-07-01T00:00:00
RISK01759,CURR01759,5.77,7.3,5.84,1.25,3.89,10.0,1,5.09,HIGH,0.771,119,2026-07-01T00:00:00
RISK01760,CURR01760,5.71,2.43,3.61,1.0,2.22,10.0,1,3.7,MEDIUM,0.542,129,2026-07-01T00:00:00
RISK01761,CURR01761,1.0,6.14,6.11,1.25,1.76,10.0,3,4.01,MEDIUM,0.547,98,2026-07-01T00:00:00
RISK01762,CURR01762,6.35,1.4,4.99,1.0,3.16,10.0,1,4.04,MEDIUM,0.531,35,2026-07-01T00:00:00
RISK01763,CURR01763,6.78,4.15,1.38,1.0,1.31,10.0,3,3.84,MEDIUM,0.498,48,2026-07-01T00:00:00
RISK01764,CURR01764,6.62,4.77,2.9,1.0,1.02,7.15,1,3.69,MEDIUM,0.509,103,2026-07-01T00:00:00
RISK01765,CURR01765,7.29,1.12,5.41,1.0,1.32,10.0,1,4.09,MEDIUM,0.535,77,2026-07-01T00:00:00
RISK01766,CURR01766,8.76,7.45,1.0,1.25,1.63,10.0,1,4.52,MEDIUM,0.754,188,2026-07-01T00:00:00
RISK01767,CURR01767,3.31,2.04,2.77,1.0,3.31,10.0,1,3.1,MEDIUM,0.396,20,2026-07-01T00:00:00
RISK01768,CURR01768,5.3,1.0,1.0,1.0,3.53,10.0,3,3.21,MEDIUM,0.455,38,2026-07-01T00:00:00
RISK01769,CURR01769,3.25,2.65,4.92,1.0,2.39,10.0,1,3.52,MEDIUM,0.433,108,2026-07-01T00:00:00
RISK01770,CURR01770,7.72,2.77,1.0,1.25,2.44,10.0,3,3.89,MEDIUM,0.619,110,2026-07-01T00:00:00
RISK01771,CURR01771,3.07,7.89,6.84,1.0,3.38,10.0,1,4.75,MEDIUM,0.59,105,2026-07-01T00:00:00
RISK01772,CURR01772,2.09,4.01,6.18,1.0,2.77,10.0,1,3.78,MEDIUM,0.444,86,2026-07-01T00:00:00
RISK01773,CURR01773,6.9,5.83,2.56,1.0,1.0,10.0,1,4.12,MEDIUM,0.546,100,2026-07-01T00:00:00
RISK01774,CURR01774,4.46,2.05,1.0,1.0,3.98,10.0,1,3.05,MEDIUM,0.392,46,2026-07-01T00:00:00
RISK01775,CURR01775,4.05,4.37,1.0,1.0,1.0,10.0,1,3.02,MEDIUM,0.407,28,2026-07-01T00:00:00
RISK01776,CURR01776,4.73,6.75,6.71,1.0,3.6,8.88,1,4.8,MEDIUM,0.604,136,2026-07-01T00:00:00
RISK01777,CURR01777,1.41,5.28,1.24,1.0,1.0,10.0,1,2.67,LOW,0.327,28,2026-07-01T00:00:00
RISK01778,CURR01778,2.88,1.99,1.43,1.0,2.51,10.0,1,2.66,LOW,0.397,57,2026-07-01T00:00:00
RISK01779,CURR01779,1.82,2.77,3.17,1.0,2.06,8.97,1,2.77,LOW,0.329,57,2026-07-01T00:00:00
RISK01780,CURR01780,8.33,4.67,3.2,1.0,2.12,10.0,1,4.47,MEDIUM,0.606,103,2026-07-01T00:00:00
RISK01781,CURR01781,1.7,2.33,1.06,1.0,1.97,10.0,1,2.35,LOW,0.282,24,2026-07-01T00:00:00
RISK01782,CURR01782,8.67,4.7,4.72,1.0,1.6,9.38,1,4.73,MEDIUM,0.633,171,2026-07-01T00:00:00
RISK01783,CURR01783,1.0,1.0,1.0,1.0,2.95,10.0,1,2.1,LOW,0.22,7,2026-07-01T00:00:00
RISK01784,CURR01784,5.28,6.99,4.19,1.0,1.95,8.75,1,4.26,MEDIUM,0.553,134,2026-07-01T00:00:00
RISK01785,CURR01785,8.5,7.35,2.87,1.0,1.0,10.0,1,4.73,MEDIUM,0.633,111,2026-07-01T00:00:00
RISK01786,CURR01786,1.13,1.2,6.17,1.0,3.72,10.0,1,3.26,MEDIUM,0.373,86,2026-07-01T00:00:00
RISK01787,CURR01787,3.45,2.93,1.58,1.0,3.54,10.0,1,3.05,MEDIUM,0.47,62,2026-07-01T00:00:00
RISK01788,CURR01788,8.33,5.4,3.65,1.0,3.88,10.0,1,4.84,MEDIUM,0.654,46,2026-07-01T00:00:00
RISK01789,CURR01789,7.32,1.0,2.9,1.0,2.2,10.0,1,3.66,MEDIUM,0.487,106,2026-07-01T00:00:00
RISK01790,CURR01790,5.0,1.0,6.96,1.0,1.78,10.0,1,3.97,MEDIUM,0.484,31,2026-07-01T00:00:00
RISK01791,CURR01791,2.14,1.0,4.21,1.0,1.0,10.0,3,2.97,LOW,0.301,49,2026-07-01T00:00:00
RISK01792,CURR01792,2.95,2.99,5.47,1.0,1.0,9.53,1,3.44,MEDIUM,0.397,77,2026-07-01T00:00:00
RISK01793,CURR01793,1.0,6.78,3.13,1.0,1.0,8.33,1,3.03,MEDIUM,0.332,80,2026-07-01T00:00:00
RISK01794,CURR01794,6.34,7.46,3.09,1.0,1.0,10.0,1,4.35,MEDIUM,0.628,168,2026-07-01T00:00:00
RISK01795,CURR01795,5.76,6.21,3.9,1.0,3.64,8.6,1,4.34,MEDIUM,0.635,92,2026-07-01T00:00:00
RISK01796,CURR01796,4.17,1.0,4.31,1.0,1.0,10.0,1,3.2,MEDIUM,0.384,27,2026-07-01T00:00:00
RISK01797,CURR01797,3.48,2.59,2.15,1.0,3.2,10.0,1,3.08,MEDIUM,0.45,105,2026-07-01T00:00:00
RISK01798,CURR01798,8.33,5.06,1.99,1.0,1.79,10.0,1,4.25,MEDIUM,0.646,167,2026-07-01T00:00:00
RISK01799,CURR01799,1.49,1.0,6.0,1.0,1.0,10.0,1,3.0,LOW,0.309,46,2026-07-01T00:00:00
RISK01800,CURR01800,1.0,3.98,5.02,1.0,1.0,8.03,1,2.95,LOW,0.299,76,2026-07-01T00:00:00
RISK01801,CURR01801,1.0,1.99,6.28,1.0,2.89,7.2,1,3.01,MEDIUM,0.33,71,2026-07-01T00:00:00
RISK01802,CURR01802,6.66,4.88,5.25,1.0,2.22,10.0,1,4.59,MEDIUM,0.589,50,2026-07-01T00:00:00
RISK01803,CURR01803,2.13,5.21,3.73,1.0,3.61,10.0,1,3.56,MEDIUM,0.437,88,2026-07-01T00:00:00
RISK01804,CURR01804,1.0,6.83,4.83,1.0,2.34,10.0,1,3.67,MEDIUM,0.479,96,2026-07-01T00:00:00
RISK01805,CURR01805,5.29,4.45,3.33,1.0,1.0,8.03,1,3.54,MEDIUM,0.46,95,2026-07-01T00:00:00
RISK01806,CURR01806,8.98,7.95,1.01,1.0,1.0,10.0,3,4.74,MEDIUM,0.628,25,2026-07-01T00:00:00
RISK01807,CURR01807,3.04,5.29,1.54,1.0,3.9,10.0,1,3.35,MEDIUM,0.433,91,2026-07-01T00:00:00
RISK01808,CURR01808,3.8,6.53,3.75,1.25,1.0,10.0,1,3.88,MEDIUM,0.602,166,2026-07-01T00:00:00
RISK01809,CURR01809,3.3,1.23,6.77,1.0,1.0,10.0,1,3.55,MEDIUM,0.41,78,2026-07-01T00:00:00
RISK01810,CURR01810,7.23,4.53,3.27,1.0,2.63,10.0,3,4.49,MEDIUM,0.58,109,2026-07-01T00:00:00
RISK01811,CURR01811,4.87,7.86,6.19,1.0,2.88,10.0,3,5.13,HIGH,0.628,106,2026-07-01T00:00:00
RISK01812,CURR01812,4.55,1.02,4.73,1.0,2.23,10.0,3,3.68,MEDIUM,0.431,91,2026-07-01T00:00:00
RISK01813,CURR01813,1.51,7.18,6.32,1.0,1.18,10.0,1,4.01,MEDIUM,0.468,92,2026-07-01T00:00:00
RISK01814,CURR01814,2.01,6.62,3.19,1.0,1.0,10.0,1,3.38,MEDIUM,0.394,57,2026-07-01T00:00:00
RISK01815,CURR01815,1.0,5.48,3.75,1.25,2.45,10.0,3,3.5,MEDIUM,0.486,156,2026-07-01T00:00:00
RISK01816,CURR01816,2.86,1.92,5.57,1.0,1.0,10.0,1,3.32,MEDIUM,0.391,87,2026-07-01T00:00:00
RISK01817,CURR01817,5.05,3.86,6.67,1.0,1.0,7.32,1,4.01,MEDIUM,0.501,127,2026-07-01T00:00:00
RISK01818,CURR01818,8.89,5.14,6.51,1.25,1.62,10.0,1,5.3,HIGH,0.813,193,2026-07-01T00:00:00
RISK01819,CURR01819,8.27,4.09,3.08,1.0,1.0,10.0,3,4.43,MEDIUM,0.562,185,2026-07-01T00:00:00
RISK01820,CURR01820,1.0,6.11,4.51,1.0,1.0,10.0,1,3.37,MEDIUM,0.363,24,2026-07-01T00:00:00
RISK01821,CURR01821,1.0,4.82,3.42,1.0,3.03,10.0,1,3.16,MEDIUM,0.36,47,2026-07-01T00:00:00
RISK01822,CURR01822,5.73,3.11,4.15,1.0,1.31,10.0,1,3.82,MEDIUM,0.492,114,2026-07-01T00:00:00
RISK01823,CURR01823,6.36,4.97,1.22,2.5,1.69,10.0,1,3.91,MEDIUM,0.753,203,2026-07-01T00:00:00
RISK01824,CURR01824,1.0,7.71,6.3,1.0,2.35,10.0,1,4.1,MEDIUM,0.458,32,2026-07-01T00:00:00
RISK01825,CURR01825,8.42,7.27,4.67,1.25,2.7,10.0,1,5.27,HIGH,0.825,286,2026-07-01T00:00:00
RISK01826,CURR01826,6.47,1.0,5.93,1.0,1.0,10.0,1,3.98,MEDIUM,0.555,206,2026-07-01T00:00:00
RISK01827,CURR01827,5.74,6.21,1.5,1.0,1.0,8.03,1,3.53,MEDIUM,0.479,77,2026-07-01T00:00:00
RISK01828,CURR01828,1.0,7.3,4.36,1.0,3.08,10.0,3,3.92,MEDIUM,0.439,63,2026-07-01T00:00:00
RISK01829,CURR01829,8.82,3.62,4.16,1.0,1.0,10.0,1,4.49,MEDIUM,0.605,146,2026-07-01T00:00:00
RISK01830,CURR01830,3.03,3.28,5.76,1.0,1.08,10.0,1,3.61,MEDIUM,0.434,92,2026-07-01T00:00:00
RISK01831,CURR01831,4.83,7.04,1.32,1.0,3.73,7.2,1,3.63,MEDIUM,0.564,148,2026-07-01T00:00:00
RISK01832,CURR01832,6.76,4.61,6.63,1.25,1.0,9.55,1,4.71,MEDIUM,0.716,219,2026-07-01T00:00:00
RISK01833,CURR01833,8.99,6.35,2.28,1.0,2.88,10.0,1,4.74,MEDIUM,0.66,147,2026-07-01T00:00:00
RISK01834,CURR01834,1.0,6.69,1.0,2.5,1.0,10.0,1,2.98,LOW,0.536,180,2026-07-01T00:00:00
RISK01835,CURR01835,6.92,5.14,4.27,1.0,2.0,10.0,1,4.46,MEDIUM,0.586,89,2026-07-01T00:00:00
RISK01836,CURR01836,3.98,6.24,1.0,1.0,1.85,7.92,1,3.16,MEDIUM,0.406,79,2026-07-01T00:00:00
RISK01837,CURR01837,1.51,1.0,2.12,1.0,2.61,10.0,1,2.39,LOW,0.272,35,2026-07-01T00:00:00
RISK01838,CURR01838,6.05,6.76,6.0,1.0,1.0,10.0,1,4.77,MEDIUM,0.66,124,2026-07-01T00:00:00
RISK01839,CURR01839,2.91,4.65,1.19,1.0,3.25,10.0,1,3.09,MEDIUM,0.392,32,2026-07-01T00:00:00
RISK01840,CURR01840,7.93,3.33,4.48,1.25,3.37,10.0,1,4.61,MEDIUM,0.735,174,2026-07-01T00:00:00
RISK01841,CURR01841,1.91,2.03,3.06,1.0,2.34,9.57,3,2.94,LOW,0.322,25,2026-07-01T00:00:00
RISK01842,CURR01842,5.17,2.87,2.03,1.0,1.98,10.0,1,3.32,MEDIUM,0.445,100,2026-07-01T00:00:00
RISK01843,CURR01843,1.0,6.38,6.17,1.0,3.26,8.75,1,3.84,MEDIUM,0.441,40,2026-07-01T00:00:00
RISK01844,CURR01844,4.3,1.09,5.56,1.0,1.0,10.0,1,3.49,MEDIUM,0.424,121,2026-07-01T00:00:00
RISK01845,CURR01845,4.95,5.1,1.7,1.0,1.53,9.57,1,3.46,MEDIUM,0.451,114,2026-07-01T00:00:00
RISK01846,CURR01846,6.56,4.36,1.34,2.5,3.56,8.33,1,3.9,MEDIUM,0.76,172,2026-07-01T00:00:00
RISK01847,CURR01847,1.12,7.32,3.0,1.0,2.45,10.0,1,3.42,MEDIUM,0.412,71,2026-07-01T00:00:00
RISK01848,CURR01848,2.13,5.06,2.14,1.25,3.35,9.18,1,3.15,MEDIUM,0.511,145,2026-07-01T00:00:00
RISK01849,CURR01849,6.72,2.77,4.3,1.0,3.43,10.0,3,4.41,MEDIUM,0.556,141,2026-07-01T00:00:00
RISK01850,CURR01850,8.48,1.0,3.09,1.0,1.5,10.0,3,4.06,MEDIUM,0.509,38,2026-07-01T00:00:00
RISK01851,CURR01851,6.69,4.56,5.24,1.25,1.0,6.25,1,4.08,MEDIUM,0.668,181,2026-07-01T00:00:00
RISK01852,CURR01852,1.48,2.4,1.0,1.0,3.77,10.0,1,2.48,LOW,0.303,25,2026-07-01T00:00:00
RISK01853,CURR01853,2.19,4.17,6.15,1.0,1.1,10.0,1,3.65,MEDIUM,0.438,35,2026-07-01T00:00:00
RISK01854,CURR01854,1.0,2.51,3.09,2.5,2.95,10.0,3,3.16,MEDIUM,0.559,167,2026-07-01T00:00:00
RISK01855,CURR01855,1.06,7.57,4.47,1.0,3.41,10.0,1,3.83,MEDIUM,0.452,102,2026-07-01T00:00:00
RISK01856,CURR01856,5.02,1.0,5.99,1.0,3.71,10.0,1,3.97,MEDIUM,0.49,23,2026-07-01T00:00:00
RISK01857,CURR01857,1.0,4.42,1.0,1.0,1.01,10.0,3,2.61,LOW,0.261,38,2026-07-01T00:00:00
RISK01858,CURR01858,2.52,3.55,5.52,1.0,1.0,10.0,1,3.49,MEDIUM,0.405,72,2026-07-01T00:00:00
RISK01859,CURR01859,2.48,3.69,3.43,1.0,2.48,10.0,3,3.43,MEDIUM,0.396,63,2026-07-01T00:00:00
RISK01860,CURR01860,7.11,7.89,2.75,1.0,1.56,8.75,1,4.44,MEDIUM,0.663,220,2026-07-01T00:00:00
RISK01861,CURR01861,1.26,3.56,6.17,1.0,3.53,10.0,1,3.62,MEDIUM,0.472,117,2026-07-01T00:00:00
RISK01862,CURR01862,1.0,1.0,4.97,1.0,1.15,10.0,3,2.91,LOW,0.316,58,2026-07-01T00:00:00
RISK01863,CURR01863,3.94,1.6,2.73,1.0,3.91,10.0,1,3.22,MEDIUM,0.409,48,2026-07-01T00:00:00
RISK01864,CURR01864,7.95,5.18,2.09,1.0,2.02,10.0,1,4.24,MEDIUM,0.581,31,2026-07-01T00:00:00
RISK01865,CURR01865,2.85,1.0,6.45,1.0,1.0,10.0,1,3.36,MEDIUM,0.375,30,2026-07-01T00:00:00
RISK01866,CURR01866,5.71,3.43,5.84,1.0,1.0,10.0,1,4.17,MEDIUM,0.57,172,2026-07-01T00:00:00
RISK01867,CURR01867,2.93,4.84,6.77,1.0,2.03,10.0,1,4.12,MEDIUM,0.492,61,2026-07-01T00:00:00
RISK01868,CURR01868,6.33,6.05,1.11,1.0,3.89,9.7,1,4.0,MEDIUM,0.542,123,2026-07-01T00:00:00
RISK01869,CURR01869,8.53,1.0,3.04,1.0,1.71,10.0,3,4.08,MEDIUM,0.525,37,2026-07-01T00:00:00
RISK01870,CURR01870,3.92,7.32,1.09,1.0,1.0,10.0,1,3.45,MEDIUM,0.442,62,2026-07-01T00:00:00
RISK01871,CURR01871,8.02,2.62,2.56,1.0,2.66,10.0,1,4.03,MEDIUM,0.556,135,2026-07-01T00:00:00
RISK01872,CURR01872,1.14,5.0,1.02,1.0,3.3,10.0,1,2.76,LOW,0.337,57,2026-07-01T00:00:00
RISK01873,CURR01873,4.87,1.35,1.5,1.0,2.23,10.0,1,2.95,LOW,0.446,116,2026-07-01T00:00:00
RISK01874,CURR01874,8.82,1.99,1.83,1.0,1.18,10.0,1,3.8,MEDIUM,0.592,171,2026-07-01T00:00:00
RISK01875,CURR01875,3.99,7.84,1.0,1.0,2.11,7.58,1,3.39,MEDIUM,0.455,5,2026-07-01T00:00:00
RISK01876,CURR01876,4.59,2.57,6.43,1.25,1.0,10.0,1,3.98,MEDIUM,0.608,141,2026-07-01T00:00:00
RISK01877,CURR01877,5.76,7.03,6.58,1.0,1.0,10.0,1,4.87,MEDIUM,0.669,148,2026-07-01T00:00:00
RISK01878,CURR01878,1.45,3.11,1.56,1.0,3.74,10.0,1,2.69,LOW,0.4,87,2026-07-01T00:00:00
RISK01879,CURR01879,1.0,1.0,1.3,1.0,2.61,10.0,3,2.32,LOW,0.243,24,2026-07-01T00:00:00
RISK01880,CURR01880,6.12,1.0,6.26,1.0,1.0,8.75,1,3.85,MEDIUM,0.469,41,2026-07-01T00:00:00
RISK01881,CURR01881,6.73,3.03,6.89,1.0,2.08,10.0,1,4.64,MEDIUM,0.598,47,2026-07-01T00:00:00
RISK01882,CURR01882,7.0,7.2,4.17,1.0,1.0,10.0,1,4.66,MEDIUM,0.6,95,2026-07-01T00:00:00
RISK01883,CURR01883,5.59,5.45,1.54,1.0,3.82,10.0,1,3.88,MEDIUM,0.58,39,2026-07-01T00:00:00
RISK01884,CURR01884,5.34,7.56,1.0,1.0,1.1,8.33,3,3.79,MEDIUM,0.538,171,2026-07-01T00:00:00
RISK01885,CURR01885,6.91,3.19,1.0,1.0,1.43,10.0,1,3.45,MEDIUM,0.474,95,2026-07-01T00:00:00
RISK01886,CURR01886,2.18,4.05,1.0,1.0,3.14,10.0,1,2.81,LOW,0.337,51,2026-07-01T00:00:00
RISK01887,CURR01887,8.13,3.15,5.78,1.25,1.87,10.0,1,4.73,MEDIUM,0.745,181,2026-07-01T00:00:00
RISK01888,CURR01888,3.72,3.67,1.24,1.0,1.0,10.0,1,2.89,LOW,0.42,63,2026-07-01T00:00:00
RISK01889,CURR01889,2.55,4.02,4.13,1.0,2.88,10.0,1,3.48,MEDIUM,0.419,76,2026-07-01T00:00:00
RISK01890,CURR01890,2.55,6.25,1.21,1.0,3.58,10.0,1,3.3,MEDIUM,0.419,85,2026-07-01T00:00:00
RISK01891,CURR01891,7.34,1.0,1.07,1.0,2.65,7.67,1,3.11,MEDIUM,0.429,10,2026-07-01T00:00:00
RISK01892,CURR01892,4.9,1.0,3.61,1.0,1.38,10.0,1,3.24,MEDIUM,0.399,93,2026-07-01T00:00:00
RISK01893,CURR01893,1.0,5.45,2.57,1.0,3.07,1.0,1,2.19,LOW,0.307,11,2026-07-01T00:00:00
RISK01894,CURR01894,5.2,6.41,3.22,1.0,1.96,10.0,3,4.29,MEDIUM,0.525,39,2026-07-01T00:00:00
RISK01895,CURR01895,2.68,1.16,6.58,1.0,1.54,10.0,1,3.43,MEDIUM,0.415,128,2026-07-01T00:00:00
RISK01896,CURR01896,6.86,1.0,4.74,1.0,3.93,8.92,3,4.21,MEDIUM,0.511,65,2026-07-01T00:00:00
RISK01897,CURR01897,6.58,4.02,2.42,1.0,1.27,10.0,1,3.78,MEDIUM,0.504,57,2026-07-01T00:00:00
RISK01898,CURR01898,3.77,5.12,6.59,1.25,1.78,10.0,1,4.31,MEDIUM,0.645,123,2026-07-01T00:00:00
RISK01899,CURR01899,8.08,2.32,1.0,1.0,2.84,10.0,1,3.7,MEDIUM,0.509,135,2026-07-01T00:00:00
RISK01900,CURR01900,1.0,2.99,4.55,1.0,3.13,10.0,1,3.12,MEDIUM,0.354,33,2026-07-01T00:00:00
RISK01901,CURR01901,6.5,3.16,3.86,1.0,1.0,10.0,3,4.1,MEDIUM,0.498,153,2026-07-01T00:00:00
RISK01902,CURR01902,3.4,4.93,1.84,1.0,1.0,10.0,1,3.14,MEDIUM,0.448,68,2026-07-01T00:00:00
RISK01903,CURR01903,3.6,4.82,4.49,1.0,2.11,10.0,1,3.8,MEDIUM,0.476,94,2026-07-01T00:00:00
RISK01904,CURR01904,5.92,1.0,3.36,1.25,2.48,10.0,1,3.54,MEDIUM,0.564,104,2026-07-01T00:00:00
RISK01905,CURR01905,1.29,1.0,5.74,1.0,1.92,10.0,1,3.0,LOW,0.381,45,2026-07-01T00:00:00
RISK01906,CURR01906,1.0,5.53,5.29,1.0,1.65,10.0,1,3.5,MEDIUM,0.461,78,2026-07-01T00:00:00
RISK01907,CURR01907,1.48,6.07,3.77,1.0,2.98,10.0,3,3.71,MEDIUM,0.479,62,2026-07-01T00:00:00
RISK01908,CURR01908,3.04,7.51,4.16,1.25,1.68,10.0,1,4.02,MEDIUM,0.611,117,2026-07-01T00:00:00
RISK01909,CURR01909,4.08,4.15,1.3,1.0,1.92,10.0,1,3.14,MEDIUM,0.413,28,2026-07-01T00:00:00
RISK01910,CURR01910,5.17,1.0,4.55,1.0,1.0,10.0,3,3.64,MEDIUM,0.418,83,2026-07-01T00:00:00
RISK01911,CURR01911,7.06,3.7,1.23,1.0,3.04,10.0,3,3.97,MEDIUM,0.521,132,2026-07-01T00:00:00
RISK01912,CURR01912,7.25,3.93,5.04,1.25,1.88,8.1,1,4.33,MEDIUM,0.699,169,2026-07-01T00:00:00
RISK01913,CURR01913,6.13,7.98,2.99,1.0,3.54,10.0,1,4.62,MEDIUM,0.68,132,2026-07-01T00:00:00
RISK01914,CURR01914,5.55,1.2,1.89,1.25,1.0,10.0,1,3.06,MEDIUM,0.515,119,2026-07-01T00:00:00
RISK01915,CURR01915,7.23,5.06,5.99,1.0,3.45,10.0,1,5.0,MEDIUM,0.653,140,2026-07-01T00:00:00
